,country,company,total_pack_size_ml_g,unit_pack_size_ml_g,price_per_100g_ml_dollars,ingredients
2027,Turkey,Brand 403,120.0,120.0,8.06
2028,France,Brand 8,75.0,75.0,4.19
2029,USA,Brand 565,119.07,119.07,17.64
2030,Germany,Brand 21,375.0,75.0,1.83
2031,Portugal,Brand 401,75.0,75.0,7.33
2032,Ireland,Brand 0,75.0,75.0,6.09
2033,Hungary,Brand 0,75.0,75.0,3.69
2034,Turkey,Brand 566,75.0,75.0,2.24
2035,Vietnam,Brand 1,120.0,120.0,0.41
2036,Vietnam,Brand 1,150.0,150.0,0.9
2037,Philippines,Brand 2,120.0,120.0,1.74
2038,Japan,Brand 460,80.0,80.0,11.58
2039,Portugal,Brand 233,75.0,75.0,5.68
2040,Denmark,Brand 567,125.0,125.0,1.47
2041,Sweden,Brand 0,100.0,100.0,3.64
2042,New Zealand,Brand 21,120.0,120.0,5.32
2043,Indonesia,Brand 119,200.0,200.0,4.24
2044,China,Brand 0,200.0,200.0,1.41
2045,South Africa,Brand 272,75.0,75.0,8.23
2046,India,Brand 21,100.0,100.0,3.1
2047,Austria,Brand 132,125.0,125.0,1.07
2048,China,Brand 73,100.0,100.0,1.1
2049,Netherlands,Brand 5,75.0,75.0,4.56
2050,China,Brand 292,95.0,95.0,1.16
2051,Colombia,Brand 0,22.0,22.0,20.41
2052,UK,Brand 392,100.0,100.0,1.2
2053,Thailand,Brand 405,75.0,75.0,16.84
2054,Belgium,Brand 0,75.0,75.0,5.68
2055,South Korea,Brand 568,130.0,130.0,2.75
2056,China,Brand 310,40.0,40.0,3.0
2057,China,Brand 569,40.0,40.0,0.8
2058,Brazil,Brand 0,50.0,50.0,9.7
2059,Brazil,Brand 218,90.0,90.0,1.11
2060,Taiwan - China,Brand 365,110.0,110.0,2.72
2061,Greece,Brand 570,75.0,75.0,3.13
2062,China,Brand 185,200.0,200.0,0.88
2063,India,Brand 0,80.0,80.0,1.25
2064,Vietnam,Brand 117,200.0,200.0,0.44
2065,Belgium,Brand 5,75.0,75.0,4.72
2066,Vietnam,Brand 571,600.0,200.0,0.3
2067,China,Brand 188,130.0,65.0,2.24
2068,Vietnam,Brand 296,100.0,100.0,1.48
2069,Mexico,Brand 9,121.0,121.0,2.19
2070,Taiwan - China,Brand 572,140.0,140.0,1.65
2071,Denmark,Brand 156,100.0,100.0,1.46
2072,Taiwan - China,Brand 12,140.0,140.0,2.16
2073,Denmark,Brand 156,125.0,125.0,1.32
2074,India,Brand 573,18.0,18.0,1.61
2075,India,Brand 574,50.0,50.0,9.7
2076,India,Brand 0,200.0,200.0,0.34
2077,USA,Brand 0,130.41,130.41,5.34
2078,Australia,Brand 43,150.0,150.0,1.01
2079,Vietnam,Brand 0,40.0,40.0,2.93
2080,Japan,Brand 278,100.0,100.0,11.66
2081,USA,Brand 338,113.4,113.4,8.37
2082,Taiwan - China,Brand 0,160.0,160.0,1.89
2083,South Africa,Brand 21,100.0,100.0,1.32
2084,Vietnam,Brand 1,200.0,200.0,0.49
2085,USA,Brand 9,170.1,170.1,1.7
2086,USA,Brand 9,170.1,170.1,1.76
2087,USA,Brand 9,178.6,178.6,1.62
2088,USA,Brand 9,127.58,127.58,3.13
2089,China,Brand 432,60.0,60.0,3.45
2090,China,Brand 204,100.0,100.0,3.04
2091,China,Brand 541,110.0,110.0,1.46
2092,Vietnam,Brand 27,75.0,75.0,11.79
2093,Vietnam,Brand 0,204.12,204.12,2.36
2094,Vietnam,Brand 485,50.0,50.0,17.68
2095,Vietnam,Brand 485,75.0,75.0,12.44
2096,India,Brand 68,150.0,150.0,0.88
2097,Ukraine,Brand 0,100.0,100.0,2.2
2098,Thailand,Brand 9,42.5,42.5,29.11
2099,Philippines,Brand 0,90.0,90.0,2.11
2100,Belgium,Brand 137,75.0,75.0,1.59
2101,USA,Brand 575,170.1,170.1,4.11
2102,South Africa,Brand 80,110.0,110.0,0.67
2103,Colombia,Brand 21,90.0,90.0,8.98
2104,Turkey,Brand 558,125.0,125.0,2.17
2105,USA,Brand 576,100.55,100.55,5.66
2106,USA,Brand 21,130.41,130.41,1.59
2107,USA,Brand 577,119.07,119.07,5.84
2108,Hong Kong - China,Brand 0,500.0,250.0,0.85
2109,South Korea,Brand 578,200.0,200.0,3.57
2110,China,Brand 579,120.0,120.0,2.67
2111,Australia,Brand 0,190.0,190.0,2.94
2112,Netherlands,Brand 1,75.0,75.0,5.36
2113,Netherlands,Brand 580,75.0,75.0,9.87
2114,Greece,Brand 581,50.0,50.0,12.14
2115,Switzerland,Brand 76,75.0,75.0,5.23
2116,Hong Kong - China,Brand 0,75.0,75.0,7.11
2117,Japan,Brand 20,140.0,140.0,0.96
2118,China,Brand 582,125.0,125.0,2.38
2119,Spain,Brand 21,75.0,75.0,3.55
2120,Saudi Arabia,Brand 5,75.0,75.0,6.31
2121,Australia,Brand 21,125.0,125.0,11.42
2122,Australia,Brand 583,110.0,110.0,2.2
2123,India,Brand 66,340.0,170.0,0.33
2124,Netherlands,Brand 21,75.0,75.0,3.51
2125,Argentina,Brand 289,90.0,90.0,4.36
2126,Vietnam,Brand 0,170.0,170.0,0.55
2127,Austria,Brand 584,75.0,75.0,4.93
2128,India,Brand 66,380.0,190.0,0.3
2129,India,Brand 0,200.0,200.0,0.35
2130,UK,Brand 0,100.0,100.0,2.43
2131,China,Brand 534,210.0,210.0,1.13
2132,New Zealand,Brand 0,45.0,45.0,3.49
2133,Greece,Brand 24,75.0,75.0,6.25
2134,Vietnam,Brand 0,40.0,40.0,0.8
2135,Greece,Brand 585,75.0,75.0,14.0
2136,Sweden,Brand 21,75.0,75.0,4.76
2137,Sweden,Brand 21,75.0,75.0,5.36
2138,Poland,Brand 586,100.0,100.0,0.74
2139,Taiwan - China,Brand 162,160.0,160.0,1.69
2140,Australia,Brand 427,250.0,250.0,1.27
2141,Germany,Brand 0,75.0,75.0,2.56
2142,Thailand,Brand 0,160.0,160.0,0.88
2143,Brazil,Brand 103,100.0,100.0,1.1
2144,Czech Republic,Brand 587,100.0,100.0,0.98
2145,Canada,Brand 306,74.0,74.0,11.07
2146,China,Brand 423,120.0,120.0,0.54
2147,Portugal,Brand 18,50.0,50.0,1.78
2148,UK,Brand 21,100.0,100.0,3.41
2149,Poland,Brand 21,50.0,50.0,3.24
2150,China,Brand 588,138.0,138.0,3.4
2151,China,Brand 589,120.0,120.0,3.24
2152,Italy,Brand 8,75.0,75.0,3.91
2153,India,Brand 0,200.0,200.0,0.64
2154,China,Brand 590,40.0,40.0,2.8
2155,China,Brand 209,158.0,158.0,1.73
2156,UK,Brand 21,100.0,100.0,3.41
2157,India,Brand 68,300.0,150.0,0.54
2158,Germany,Brand 43,75.0,75.0,2.65
2159,China,Brand 11,110.0,110.0,0.89
2160,Australia,Brand 9,80.0,80.0,11.89
2161,Russia,Brand 191,75.0,75.0,0.32
2162,UK,Brand 36,75.0,75.0,3.17
2163,Thailand,Brand 20,80.0,80.0,1.61
2164,Belgium,Brand 5,75.0,75.0,5.28
2165,Colombia,Brand 5,75.0,75.0,4.56
2166,South Africa,Brand 36,100.0,100.0,3.89
2167,USA,Brand 591,113.4,113.4,4.4
2168,China,Brand 188,40.0,40.0,6.95
2169,Thailand,Brand 0,160.0,160.0,2.03
2170,Thailand,Brand 1,100.0,100.0,2.59
2171,Thailand,Brand 0,130.0,130.0,8.07
2172,Portugal,Brand 21,75.0,75.0,5.35
2173,Indonesia,Brand 1,160.0,160.0,0.85
2174,South Korea,Brand 592,150.0,150.0,8.33
2175,China,Brand 593,120.0,120.0,2.84
2176,Thailand,Brand 20,90.0,90.0,1.02
2177,Germany,Brand 0,75.0,75.0,4.71
2178,China,Brand 20,140.0,140.0,3.23
2179,UK,Brand 387,100.0,100.0,1.9
2180,Belgium,Brand 24,75.0,75.0,4.37
2181,Taiwan - China,Brand 594,130.0,130.0,2.33
2182,Italy,Brand 21,75.0,75.0,6.63
2183,USA,Brand 468,59.53,59.53,10.06
2184,USA,Brand 21,212.62,212.62,1.88
2185,Egypt,Brand 595,65.0,65.0,1.65
2186,Austria,Brand 21,75.0,75.0,4.85
2187,Argentina,Brand 31,75.0,75.0,7.23
2188,Finland,Brand 596,74.0,74.0,13.61
2189,Brazil,Brand 1,90.0,90.0,1.18
2190,Brazil,Brand 5,90.0,90.0,1.94
2191,Austria,Brand 36,75.0,75.0,6.73
2192,Austria,Brand 234,75.0,75.0,8.79
2193,Ireland,Brand 597,50.0,50.0,3.86
2194,Hong Kong - China,Brand 20,40.0,40.0,2.58
2195,Argentina,Brand 0,110.0,110.0,6.4
2196,Germany,Brand 0,75.0,75.0,5.17
2197,France,Brand 41,75.0,75.0,9.48
2198,South Korea,Brand 2,630.0,90.0,0.85
2199,Germany,Brand 5,75.0,75.0,5.24
2200,Thailand,Brand 5,160.0,160.0,2.64
2201,Czech Republic,Brand 0,75.0,75.0,3.53
2202,South Korea,Brand 598,100.0,100.0,3.44
2203,Germany,Brand 0,75.0,75.0,8.81
2204,Germany,Brand 21,75.0,75.0,3.81
2205,Turkey,Brand 5,75.0,75.0,9.67
2206,Austria,Brand 9,50.0,50.0,9.64
2207,Austria,Brand 599,125.0,125.0,0.81
2208,Saudi Arabia,Brand 21,50.0,50.0,3.22
2209,Vietnam,Brand 158,200.0,200.0,0.41
2210,China,Brand 188,40.0,40.0,6.9
2211,UK,Brand 5,75.0,75.0,7.47
2212,Sweden,Brand 21,75.0,75.0,5.43
2213,Canada,Brand 9,100.0,100.0,1.01
2214,Czech Republic,Brand 199,75.0,75.0,4.25
2215,Saudi Arabia,Brand 1,75.0,75.0,2.15
2216,Turkey,Brand 600,100.0,100.0,6.27
2217,Turkey,Brand 24,100.0,100.0,5.21
2218,China,Brand 541,50.0,50.0,2.34
2219,Sweden,Brand 262,75.0,75.0,8.12
2220,Czech Republic,Brand 231,125.0,125.0,0.68
2221,Czech Republic,Brand 0,50.0,50.0,4.9
2222,Sweden,Brand 21,75.0,75.0,5.47
2223,Spain,Brand 21,50.0,50.0,4.16
2224,Saudi Arabia,Brand 296,50.0,50.0,8.0
2225,India,Brand 601,100.0,100.0,0.62
2226,USA,Brand 5,116.23,116.23,2.87
2227,Poland,Brand 0,75.0,75.0,3.41
2228,Poland,Brand 21,75.0,75.0,4.68
2229,Czech Republic,Brand 21,75.0,75.0,2.96
2230,India,Brand 68,175.0,175.0,0.35
2231,Vietnam,Brand 407,125.0,125.0,1.43
2232,Egypt,Brand 5,163.0,163.0,0.92
2233,Colombia,Brand 5,75.0,75.0,5.15
2234,Spain,Brand 21,75.0,75.0,4.12
2235,India,Brand 0,150.0,150.0,1.12
2236,Vietnam,Brand 602,125.0,125.0,1.43
2237,Spain,Brand 463,25.0,25.0,3.48
2238,Spain,Brand 0,75.0,75.0,5.13
2239,Italy,Brand 21,75.0,75.0,3.89
2240,Italy,Brand 21,75.0,75.0,4.96
2241,Italy,Brand 1,100.0,100.0,2.26
2242,Italy,Brand 1,75.0,75.0,4.85
2243,Italy,Brand 21,75.0,75.0,4.29
2244,Italy,Brand 21,75.0,75.0,4.28
2245,Spain,Brand 0,75.0,75.0,6.57
2246,UK,Brand 0,125.0,125.0,3.82
2247,UK,Brand 390,75.0,75.0,0.64
2248,UK,Brand 0,100.0,100.0,5.42
2249,Sweden,Brand 21,75.0,75.0,4.87
2250,India,Brand 8,200.0,200.0,0.52
2251,Indonesia,Brand 21,120.0,120.0,1.93
2252,India,Brand 68,80.0,80.0,1.14
2253,Ukraine,Brand 21,75.0,75.0,2.33
2254,USA,Brand 603,96.39,96.39,12.44
2255,Belgium,Brand 9,50.0,50.0,28.96
2256,USA,Brand 476,107.73,107.73,5.57
2257,Netherlands,Brand 5,75.0,75.0,7.93
2258,India,Brand 129,50.0,50.0,1.86
2259,Philippines,Brand 5,100.0,100.0,3.87
2260,Philippines,Brand 28,119.0,119.0,5.91
2261,Philippines,Brand 5,100.0,100.0,2.34
2262,Argentina,Brand 25,90.0,90.0,0.94
2263,Argentina,Brand 0,90.0,90.0,1.44
2264,USA,Brand 0,170.1,170.1,1.7
2265,India,Brand 0,230.0,230.0,0.9
2266,China,Brand 441,210.0,210.0,2.99
2267,Brazil,Brand 469,90.0,90.0,0.82
2268,USA,Brand 0,340.2,170.1,1.32
2269,China,Brand 604,120.0,120.0,0.93
2270,Turkey,Brand 605,130.0,130.0,1.31
2271,Thailand,Brand 215,100.0,100.0,3.62
2272,Italy,Brand 5,75.0,75.0,5.33
2273,Saudi Arabia,Brand 5,75.0,75.0,4.84
2274,China,Brand 195,190.0,190.0,0.91
2275,China,Brand 5,200.0,200.0,0.89
2276,China,Brand 442,105.0,105.0,1.38
2277,South Korea,Brand 606,80.0,80.0,4.4
2278,Finland,Brand 21,75.0,75.0,5.35
2279,Czech Republic,Brand 607,100.0,100.0,0.67
2280,South Korea,Brand 131,650.0,130.0,0.76
2281,Canada,Brand 5,85.0,85.0,4.92
2282,India,Brand 196,40.0,40.0,0.75
2283,Italy,Brand 130,75.0,75.0,2.12
2284,China,Brand 608,205.0,205.0,1.94
2285,China,Brand 609,208.0,208.0,1.66
2286,Japan,Brand 20,130.0,130.0,2.86
2287,Taiwan - China,Brand 12,540.0,540.0,0.79
2288,Germany,Brand 610,125.0,125.0,0.58
2289,Mexico,Brand 5,100.0,100.0,1.31
2290,Mexico,Brand 611,100.0,100.0,1.25
2291,Sweden,Brand 0,75.0,75.0,3.13
2292,Sweden,Brand 0,75.0,75.0,3.13
2293,Sweden,Brand 0,50.0,50.0,5.12
2294,Germany,Brand 612,75.0,75.0,1.23
2295,Canada,Brand 5,85.0,85.0,5.74
2296,Germany,Brand 24,75.0,75.0,2.48
2297,Czech Republic,Brand 156,125.0,125.0,0.73
2298,Czech Republic,Brand 156,125.0,125.0,0.42
2299,USA,Brand 0,130.41,130.41,2.29
2300,USA,Brand 21,362.88,181.44,0.52
2301,Brazil,Brand 5,60.0,60.0,7.12
2302,China,Brand 613,135.0,135.0,4.5
2303,Switzerland,Brand 5,75.0,75.0,5.76
2304,Switzerland,Brand 584,75.0,75.0,10.19
2305,Vietnam,Brand 223,50.0,50.0,1.46
2306,India,Brand 0,50.0,50.0,0.62
2307,Ireland,Brand 21,75.0,75.0,9.04
2308,Belgium,Brand 0,75.0,75.0,5.33
2309,China,Brand 614,65.0,65.0,2.37
2310,China,Brand 294,110.0,110.0,2.3
2311,China,Brand 615,105.0,105.0,0.73
2312,USA,Brand 0,113.4,113.4,1.76
2313,Austria,Brand 1,75.0,75.0,4.44
2314,Hungary,Brand 0,75.0,75.0,3.04
2315,Ireland,Brand 0,100.0,100.0,3.55
2316,Ireland,Brand 0,75.0,75.0,5.33
2317,Spain,Brand 616,75.0,75.0,1.43
2318,Belgium,Brand 0,75.0,75.0,5.33
2319,Spain,Brand 42,75.0,75.0,7.93
2320,Spain,Brand 27,100.0,100.0,9.57
2321,France,Brand 617,12.0,12.0,41.83
2322,New Zealand,Brand 0,50.0,50.0,9.0
2323,Colombia,Brand 337,75.0,75.0,4.6
2324,Spain,Brand 618,125.0,125.0,4.12
2325,China,Brand 619,110.0,110.0,0.87
2326,Denmark,Brand 83,75.0,75.0,4.79
2327,South Korea,Brand 1,960.0,160.0,0.38
2328,UK,Brand 404,75.0,75.0,0.36
2329,Italy,Brand 7,75.0,75.0,8.75
2330,Australia,Brand 0,45.0,45.0,4.49
2331,India,Brand 68,150.0,150.0,0.82
2332,Singapore,Brand 620,135.0,135.0,1.16
2333,Singapore,Brand 9,120.0,120.0,3.68
2334,India,Brand 0,80.0,80.0,3.03
2335,Japan,Brand 31,70.0,70.0,2.93
2336,Spain,Brand 24,75.0,75.0,3.63
2337,Thailand,Brand 621,160.0,160.0,3.59
2338,India,Brand 622,100.0,100.0,1.49
2339,Germany,Brand 7,150.0,75.0,3.93
2340,Germany,Brand 7,150.0,75.0,3.93
2341,Italy,Brand 5,75.0,75.0,5.33
2342,Colombia,Brand 303,85.0,85.0,27.41
2343,Colombia,Brand 31,75.0,75.0,6.36
2344,Ireland,Brand 21,75.0,75.0,15.23
2345,Ireland,Brand 0,100.0,100.0,4.71
2346,Ireland,Brand 0,75.0,75.0,6.01
2347,Argentina,Brand 252,90.0,90.0,1.93
2348,Argentina,Brand 0,180.0,180.0,0.76
2349,China,Brand 494,120.0,120.0,1.17
2350,China,Brand 623,105.0,105.0,3.99
2351,Canada,Brand 5,170.0,170.0,2.99
2352,Spain,Brand 624,75.0,75.0,1.68
2353,Switzerland,Brand 1,75.0,75.0,7.79
2354,UK,Brand 9,50.0,50.0,25.56
2355,China,Brand 442,100.0,100.0,1.57
2356,UK,Brand 0,75.0,75.0,5.05
2357,Belgium,Brand 21,75.0,75.0,4.84
2358,UK,Brand 0,200.0,100.0,1.87
2359,Belgium,Brand 355,100.0,100.0,1.33
2360,Belgium,Brand 24,50.0,50.0,8.0
2361,China,Brand 188,140.0,140.0,0.91
2362,Switzerland,Brand 625,75.0,75.0,5.85
2363,China,Brand 400,105.0,105.0,1.28
2364,Saudi Arabia,Brand 196,100.0,100.0,1.6
2365,Thailand,Brand 0,110.0,110.0,5.04
2366,Brazil,Brand 110,50.0,50.0,2.78
2367,Brazil,Brand 21,121.9,121.9,3.65
2368,India,Brand 422,80.0,80.0,0.86
2369,South Africa,Brand 226,75.0,75.0,4.91
2370,Saudi Arabia,Brand 0,137.0,137.0,1.56
2371,Brazil,Brand 626,90.0,90.0,11.09
2372,South Africa,Brand 126,50.0,50.0,14.12
2373,China,Brand 541,90.0,90.0,1.04
2374,USA,Brand 119,391.2,65.2,2.45
2375,UK,Brand 404,100.0,100.0,0.8
2376,USA,Brand 21,130.41,130.41,1.53
2377,Australia,Brand 0,190.0,190.0,3.49
2378,USA,Brand 5,215.46,215.46,2.32
2379,China,Brand 201,60.0,60.0,1.42
2380,USA,Brand 0,147.42,147.42,2.71
2381,South Korea,Brand 627,120.0,120.0,7.38
2382,Turkey,Brand 5,125.0,125.0,4.89
2383,Canada,Brand 5,85.0,85.0,3.52
2384,Japan,Brand 143,130.0,130.0,2.75
2385,Thailand,Brand 330,130.0,130.0,1.74
2386,China,Brand 628,50.0,50.0,3.36
2387,China,Brand 209,120.0,120.0,0.73
2388,Thailand,Brand 629,40.0,40.0,5.65
2389,Finland,Brand 630,75.0,75.0,3.73
2390,Czech Republic,Brand 36,130.0,130.0,4.15
2391,Germany,Brand 631,75.0,75.0,6.21
2392,Colombia,Brand 0,90.0,90.0,3.5
2393,Vietnam,Brand 20,320.0,160.0,0.96
2394,Canada,Brand 0,165.0,165.0,2.66
2395,Vietnam,Brand 520,150.0,150.0,2.33
2396,Russia,Brand 5,100.0,100.0,2.89
2397,China,Brand 204,100.0,100.0,5.08
2398,China,Brand 632,100.0,100.0,2.95
2399,China,Brand 12,180.0,180.0,1.37
2400,China,Brand 613,135.0,135.0,4.47
2401,China,Brand 400,105.0,105.0,1.45
2402,Italy,Brand 156,125.0,125.0,0.79
2403,Germany,Brand 15,125.0,125.0,1.0
2404,Japan,Brand 244,90.0,90.0,8.14
2405,Saudi Arabia,Brand 1,75.0,75.0,3.92
2406,Saudi Arabia,Brand 21,50.0,50.0,8.88
2407,Greece,Brand 21,75.0,75.0,4.43
2408,Portugal,Brand 633,75.0,75.0,1.75
2409,USA,Brand 5,116.23,116.23,4.55
2410,Russia,Brand 634,70.0,70.0,17.5
2411,Germany,Brand 355,75.0,75.0,6.95
2412,Venezuela,Brand 1,130.0,130.0,2.25
2413,Austria,Brand 132,75.0,75.0,2.55
2414,Belgium,Brand 0,75.0,75.0,3.65
2415,USA,Brand 0,170.1,170.1,2.29
2416,Canada,Brand 360,142.0,142.0,4.97
2417,Belgium,Brand 24,75.0,75.0,4.2
2418,Greece,Brand 347,50.0,50.0,11.66
2419,Greece,Brand 499,50.0,50.0,18.18
2420,Canada,Brand 5,100.0,100.0,3.53
2421,Canada,Brand 635,40.0,40.0,22.65
2422,UK,Brand 547,75.0,75.0,2.13
2423,Hong Kong - China,Brand 636,130.0,130.0,1.68
2424,Australia,Brand 0,110.0,110.0,9.49
2425,Vietnam,Brand 1,35.0,35.0,0.71
2426,Indonesia,Brand 21,40.0,40.0,35.43
2427,Czech Republic,Brand 21,75.0,75.0,5.29
2428,Brazil,Brand 0,270.0,90.0,0.61
2429,Brazil,Brand 137,50.0,50.0,2.08
2430,Italy,Brand 8,75.0,75.0,1.73
2431,Thailand,Brand 3,50.0,50.0,3.42
2432,Thailand,Brand 21,158.7,158.7,8.05
2433,Taiwan - China,Brand 162,120.0,120.0,3.28
2434,Singapore,Brand 296,100.0,100.0,4.84
2435,Spain,Brand 637,100.0,100.0,11.12
2436,Russia,Brand 122,75.0,75.0,2.93
2437,Spain,Brand 21,75.0,75.0,4.04
2438,Russia,Brand 21,75.0,75.0,5.85
2439,Thailand,Brand 5,116.0,116.0,6.07
2440,Norway,Brand 0,75.0,75.0,6.47
2441,South Korea,Brand 638,90.0,90.0,2.77
2442,Thailand,Brand 5,130.0,130.0,4.66
2443,Thailand,Brand 9,170.0,170.0,3.25
2444,Colombia,Brand 0,125.0,125.0,4.55
2445,Colombia,Brand 31,75.0,75.0,10.71
2446,India,Brand 0,80.0,80.0,1.96
2447,South Korea,Brand 131,130.0,130.0,5.29
2448,Brazil,Brand 21,100.0,100.0,5.31
2449,USA,Brand 639,100.55,100.55,9.45
2450,Brazil,Brand 0,70.0,70.0,3.29
2451,China,Brand 442,120.0,120.0,0.91
2452,China,Brand 640,135.0,135.0,4.74
2453,UK,Brand 0,150.0,150.0,3.21
2454,Vietnam,Brand 93,50.0,50.0,3.72
2455,Belgium,Brand 0,75.0,75.0,5.0
2456,India,Brand 0,150.0,150.0,0.81
2457,India,Brand 93,125.0,125.0,1.44
2458,China,Brand 641,100.0,100.0,1.52
2459,India,Brand 0,150.0,150.0,1.07
2460,China,Brand 642,100.0,100.0,5.6
2461,China,Brand 643,105.0,105.0,2.58
2462,Vietnam,Brand 0,40.0,40.0,3.83
2463,Vietnam,Brand 0,160.0,160.0,1.16
2464,Greece,Brand 21,75.0,75.0,5.21
2465,Argentina,Brand 0,90.0,90.0,4.21
2466,China,Brand 2,100.0,100.0,7.85
2467,Ireland,Brand 231,100.0,100.0,3.84
2468,Canada,Brand 21,135.0,135.0,3.69
2469,China,Brand 201,160.0,160.0,1.76
2470,Thailand,Brand 9,170.0,170.0,1.14
2471,Canada,Brand 211,60.0,60.0,10.95
2472,Germany,Brand 5,75.0,75.0,2.6
2473,Germany,Brand 5,75.0,75.0,2.6
2474,USA,Brand 526,181.44,181.44,0.55
2475,New Zealand,Brand 316,120.0,120.0,1.54
2476,India,Brand 93,50.0,50.0,3.22
2477,India,Brand 644,100.0,100.0,0.93
2478,India,Brand 0,70.0,70.0,0.27
2479,UK,Brand 134,75.0,75.0,2.13
2480,India,Brand 68,300.0,150.0,0.53
2481,Germany,Brand 0,75.0,75.0,4.32
2482,China,Brand 164,50.0,50.0,1.1
2483,Germany,Brand 132,75.0,75.0,2.17
2484,France,Brand 255,75.0,75.0,5.15
2485,Poland,Brand 7,75.0,75.0,7.76
2486,Poland,Brand 21,50.0,50.0,3.42
2487,Taiwan - China,Brand 21,120.0,120.0,5.3
2488,Germany,Brand 15,100.0,100.0,1.03
2489,UK,Brand 21,100.0,100.0,4.08
2490,Colombia,Brand 5,75.0,75.0,9.43
2491,Belgium,Brand 1,75.0,75.0,6.01
2492,New Zealand,Brand 0,130.0,130.0,4.52
2493,China,Brand 541,50.0,50.0,4.64
2494,China,Brand 231,130.0,130.0,0.95
2495,China,Brand 645,120.0,120.0,5.52
2496,Canada,Brand 0,85.0,85.0,2.68
2497,Turkey,Brand 646,50.0,50.0,1.68
2498,Belgium,Brand 24,75.0,75.0,4.29
2499,Ireland,Brand 21,50.0,50.0,7.72
2500,Netherlands,Brand 1,75.0,75.0,5.15
2501,South Korea,Brand 549,780.0,130.0,0.78
2502,South Korea,Brand 647,120.0,120.0,5.05
2503,USA,Brand 306,127.56,42.52,7.83
2504,Denmark,Brand 648,100.0,100.0,13.63
2505,Greece,Brand 649,75.0,75.0,10.52
2506,India,Brand 69,75.0,75.0,6.19
2507,Finland,Brand 1,75.0,75.0,5.73
2508,Finland,Brand 650,75.0,75.0,2.04
2509,Argentina,Brand 5,70.0,70.0,3.93
2510,India,Brand 67,100.0,100.0,1.24
2511,India,Brand 67,100.0,100.0,1.28
2512,India,Brand 0,300.0,300.0,0.61
2513,China,Brand 441,45.0,45.0,7.71
2514,Switzerland,Brand 7,75.0,75.0,9.83
2515,Russia,Brand 258,135.0,135.0,7.06
2516,Argentina,Brand 0,300.0,100.0,1.31
2517,Russia,Brand 651,75.0,75.0,5.35
2518,Austria,Brand 652,75.0,75.0,4.23
2519,Germany,Brand 21,75.0,75.0,4.91
2520,Austria,Brand 0,75.0,75.0,4.29
2521,China,Brand 653,90.0,90.0,0.86
2522,Vietnam,Brand 93,75.0,75.0,2.48
2523,UK,Brand 21,100.0,100.0,1.59
2524,Hong Kong - China,Brand 0,75.0,75.0,6.91
2525,Australia,Brand 21,63.0,63.0,3.14
2526,Thailand,Brand 576,113.0,113.0,7.99
2527,Mexico,Brand 271,75.0,75.0,2.49
2528,Mexico,Brand 0,100.0,100.0,1.87
2529,Mexico,Brand 31,75.0,75.0,3.43
2530,Poland,Brand 5,125.0,125.0,1.94
2531,South Korea,Brand 654,120.0,120.0,7.07
2532,Germany,Brand 7,75.0,75.0,8.52
2533,Canada,Brand 0,130.0,130.0,2.28
2534,Canada,Brand 0,125.0,125.0,1.87
2535,South Africa,Brand 21,100.0,100.0,1.45
2536,South Africa,Brand 46,100.0,100.0,1.1
2537,South Africa,Brand 0,100.0,100.0,1.08
2538,South Africa,Brand 21,75.0,75.0,2.45
2539,South Africa,Brand 21,100.0,100.0,1.29
2540,South Africa,Brand 0,75.0,75.0,1.8
2541,South Africa,Brand 0,75.0,75.0,1.8
2542,South Africa,Brand 0,100.0,100.0,1.08
2543,South Africa,Brand 21,100.0,100.0,0.91
2544,South Africa,Brand 21,100.0,100.0,0.73
2545,South Africa,Brand 1,100.0,100.0,0.85
2546,South Africa,Brand 134,28.0,28.0,10.96
2547,South Africa,Brand 221,150.0,150.0,3.03
2548,Venezuela,Brand 0,75.0,75.0,3.36
2549,Thailand,Brand 6,160.0,160.0,1.01
2550,USA,Brand 0,49.61,49.61,5.99
2551,Czech Republic,Brand 9,115.0,115.0,3.57
2552,New Zealand,Brand 0,103.0,103.0,5.28
2553,New Zealand,Brand 0,190.0,190.0,3.07
2554,China,Brand 655,100.0,100.0,1.25
2555,Czech Republic,Brand 7,75.0,75.0,11.45
2556,USA,Brand 5,164.43,164.43,1.82
2557,Thailand,Brand 656,15.0,15.0,2.33
2558,Thailand,Brand 657,40.0,40.0,0.73
2559,Thailand,Brand 0,540.0,180.0,0.59
2560,Mexico,Brand 271,25.0,25.0,6.44
2561,USA,Brand 506,170.1,170.1,1.99
2562,USA,Brand 506,170.1,170.1,2.05
2563,Italy,Brand 658,75.0,75.0,1.69
2564,Greece,Brand 0,75.0,75.0,3.71
2565,USA,Brand 21,127.58,127.58,4.7
2566,Germany,Brand 64,75.0,75.0,3.88
2567,Germany,Brand 659,125.0,125.0,0.4
2568,Germany,Brand 132,125.0,125.0,0.57
2569,Vietnam,Brand 12,160.0,160.0,0.93
2570,Thailand,Brand 660,270.0,90.0,3.04
2571,Russia,Brand 28,50.0,50.0,28.7
2572,China,Brand 317,100.0,100.0,6.49
2573,New Zealand,Brand 9,80.0,80.0,11.66
2574,India,Brand 21,160.0,160.0,1.96
2575,Australia,Brand 0,190.0,190.0,3.7
2576,UK,Brand 0,75.0,75.0,4.84
2577,Argentina,Brand 661,180.0,180.0,0.9
